"state","sex","q10horseGP","race3m1","race3m2","weight"
"Mississippi","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"Georgia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.17647058823529
"Oklahoma","Female","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,6.08823529411765
"Florida","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,4.85294117647059
"Alabama","Female","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.41176470588235
"Michigan","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.64705882352941
"California","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"Washington","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.97058823529412
"New Jersey","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.14705882352941
"California","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.38235294117647
"Vermont","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.02941176470588
"Vermont","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.55882352941176
"Massachusetts","Male","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,1.82352941176471
"Florida","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,2.58823529411765
"New Jersey","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.14705882352941
"Georgia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.14705882352941
"Georgia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"New York","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.55882352941176
"New York","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.17647058823529
"Pennsylvania","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,4.70588235294118
"Florida","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"Tennessee","Male","Clinton/lean Clinton","Native American/American Indian/Alaska Native (VOL.)",NA,1.88235294117647
"California","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Minnesota","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.41176470588235
"Texas","Female","Stein/lean Stein","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,2.29411764705882
"California","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"Alabama","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.23529411764706
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.23529411764706
"South Carolina","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.82352941176471
"South Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.17647058823529
"Georgia","Male","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)",NA,1.52941176470588
"Florida","Female","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,1.32352941176471
"Michigan","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.91176470588235
"Florida","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.88235294117647
"Florida","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,4.29411764705882
"Florida","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.35294117647059
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Florida","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,2.94117647058824
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"Illinois","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,3.08823529411765
"North Carolina","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.82352941176471
"New York","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.11764705882353
"Indiana","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.05882352941176
"District of Columbia","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.97058823529412
"Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.91176470588235
"Michigan","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3
"Mississippi","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.35294117647059
"Iowa","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"Kansas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.20588235294118
"Tennessee","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Iowa","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.73529411764706
"Texas","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.94117647058824
"Louisiana","Male","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,1.73529411764706
"Minnesota","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.88235294117647
"Illinois","Male","Johnson/lean Johnson","Some other race (SPECIFY____ IF NEEDED: What race or races is that?)",NA,2.58823529411765
"Oklahoma","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.20588235294118
"Iowa","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.23529411764706
"Illinois","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.70588235294118
"Minnesota","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.47058823529412
"Alabama","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"Alabama","Female","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.61764705882353
"Texas","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.55882352941176
"Wisconsin","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.44117647058824
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.14705882352941
"Texas","Female","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,3.29411764705882
"Texas","Female","Trump/lean Trump","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,5.05882352941176
"Missouri","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,4.44117647058823
"Wisconsin","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Arkansas","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.26470588235294
"Minnesota","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.23529411764706
"Missouri","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.41176470588235
"Illinois","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.52941176470588
"Illinois","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.35294117647059
"Missouri","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.20588235294118
"Illinois","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.17647058823529
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.94117647058824
"Minnesota","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.26470588235294
"Illinois","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Missouri","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"Minnesota","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"Texas","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.11764705882353
"North Dakota","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,1.5
"Missouri","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.52941176470588
"Florida","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.73529411764706
"Illinois","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"North Dakota","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.32352941176471
"California","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.88235294117647
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"Washington","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",5.29411764705882
"California","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.88235294117647
"Michigan","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"California","Male","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,2.79411764705882
"New Jersey","Male","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,1.55882352941176
"New Jersey","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.17647058823529
"Iowa","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.70588235294118
"Louisiana","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.70588235294118
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"Pennsylvania","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.5
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.08823529411765
"New Jersey","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"South Carolina","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.82352941176471
"Virginia","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.79411764705882
"New Jersey","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.44117647058824
"Kentucky","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.70588235294118
"North Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.08823529411765
"California","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.17647058823529
"California","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Illinois","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.76470588235294
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.5
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.85294117647059
"California","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Native American/American Indian/Alaska Native (VOL.)",2.79411764705882
"Florida","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.82352941176471
"Oregon","Male","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,3.20588235294118
"New Jersey","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"Hawaii","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.26470588235294
"Georgia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"Hawaii","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Washington","Male","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.44117647058824
"Pennsylvania","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.26470588235294
"Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Native American/American Indian/Alaska Native (VOL.)",1.73529411764706
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.70588235294118
"Florida","Male","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",2.08823529411765
"New York","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.67647058823529
"Georgia","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.97058823529412
"Massachusetts","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.82352941176471
"Ohio","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.91176470588235
"Delaware","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Pennsylvania","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"Washington","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"New York","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.55882352941176
"Virginia","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.73529411764706
"New York","Female","Stein/lean Stein","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Native American/American Indian/Alaska Native (VOL.)",6.29411764705882
"Maryland","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Native American/American Indian/Alaska Native (VOL.)",4.05882352941176
"Pennsylvania","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.41176470588235
"Maryland","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.05882352941176
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"Illinois","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.70588235294118
"Missouri","Female","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,2.58823529411765
"Texas","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.02941176470588
"Texas","Male","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)",NA,6.41176470588235
"Maryland","Female","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Missouri","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.23529411764706
"Oklahoma","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"Tennessee","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"Texas","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,5.94117647058823
"Missouri","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2
"District of Columbia","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.58823529411765
"Missouri","Male","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)",NA,1.08823529411765
"Louisiana","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.55882352941176
"Missouri","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.41176470588235
"Oklahoma","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Arizona","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.5
"Arizona","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.29411764705882
"Tennessee","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.79411764705882
"Arizona","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.76470588235294
"Virginia","Female","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.85294117647059
"California","Female","Trump/lean Trump","Refused (e.g., non-race answers like American, Human, purple) (VOL.)",NA,2.29411764705882
"Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.76470588235294
"North Carolina","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.41176470588235
"Pennsylvania","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.41176470588235
"Pennsylvania","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.41176470588235
"Wisconsin","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.58823529411765
"Louisiana","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.76470588235294
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.73529411764706
"New York","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.26470588235294
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"Texas","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.52941176470588
"Ohio","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.26470588235294
"Michigan","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.5
"Arkansas","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2
"Michigan","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.67647058823529
"Ohio","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.08823529411765
"New Jersey","Male","Trump/lean Trump","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,2
"Illinois","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Pennsylvania","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.67647058823529
"Tennessee","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"Arizona","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.5
"Alabama","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.32352941176471
"Wisconsin","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.61764705882353
"Connecticut","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,4.82352941176471
"Michigan","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"Pennsylvania","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.85294117647059
"Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.76470588235294
"Indiana","Female","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,4.61764705882353
"Michigan","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.23529411764706
"Virginia","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.20588235294118
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"New York","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.23529411764706
"Michigan","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"New York","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.52941176470588
"New Jersey","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.94117647058824
"Massachusetts","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.82352941176471
"California","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Maryland","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.11764705882353
"Vermont","Female","Stein/lean Stein","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.08823529411765
"Connecticut","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.05882352941176
"South Carolina","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"Maryland","Female","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,3.05882352941176
"New Jersey","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.55882352941176
"Georgia","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"Florida","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",5.11764705882353
"New York","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"Minnesota","Female","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,1.14705882352941
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.23529411764706
"New Jersey","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"California","Female","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,5.35294117647059
"Minnesota","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.08823529411765
